username,userID,location,followers,retweeted_og,tweetcreatedts,text,hashtags
officialfusenbg,1377037118946607106,"London, England",467,none,2022-04-16 11:08:28+00:00,"
🅿️

#NOSMOKING #QUITSMOKING #HEALTHISWEALTH #BETTERINGYOURSELF #STAYINGFOCUSED #ONTHERIGHTPATH @ Unique One https://t.co/MKnSjBnBLK","[{'text': 'NOSMOKING', 'indices': [4, 14]}, {'text': 'QUITSMOKING', 'indices': [15, 27]}, {'text': 'HEALTHISWEALTH', 'indices': [28, 43]}, {'text': 'BETTERINGYOURSELF', 'indices': [44, 62]}, {'text': 'STAYINGFOCUSED', 'indices': [63, 78]}, {'text': 'ONTHERIGHTPATH', 'indices': [79, 94]}]"
vapinganorak,1121173487400493056,"Lowestoft, England",784,none,2022-04-16 10:59:23+00:00,"
Aspire - Innovative brand vape for a brighter future

@aspirecigs

#aspire #alwaysaspire #aspirevapes #aspirecigs  #alwaysaspire #aspireinnovation #aspire0to1 #aspirefamily #aspirefam #aspiretechnosolutions #vape #vaping #vaper #quitsmoking https://t.co/s3x8MitI9T","[{'text': 'aspire', 'indices': [67, 74]}, {'text': 'alwaysaspire', 'indices': [75, 88]}, {'text': 'aspirevapes', 'indices': [89, 101]}, {'text': 'aspirecigs', 'indices': [102, 113]}, {'text': 'alwaysaspire', 'indices': [115, 128]}, {'text': 'aspireinnovation', 'indices': [129, 146]}, {'text': 'aspire0to1', 'indices': [147, 158]}, {'text': 'aspirefamily', 'indices': [159, 172]}, {'text': 'aspirefam', 'indices': [173, 183]}, {'text': 'aspiretechnosolutions', 'indices': [184, 206]}, {'text': 'vape', 'indices': [207, 212]}, {'text': 'vaping', 'indices': [213, 220]}, {'text': 'vaper', 'indices': [221, 227]}, {'text': 'quitsmoking', 'indices': [228, 240]}]"
imaracingmom,196274486,"Minnesota, USA",3619,CochraneTAG,2022-04-16 09:55:32+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
VapinXsmoker,2446121772,🇺🇸,20161,ammovape_tech,2022-04-16 07:14:33+00:00,"
RT @ammovape_tech: The weather is great! Stop staying home.
Bring #ammovape and get out into nature.
The 420mAh battery lasts all day.

#va…","[{'text': 'ammovape', 'indices': [66, 75]}]"
PreventiveBot,1375244479049895941,,755,RCT_Cult,2022-04-16 07:12:47+00:00,"
RT @RCT_Cult: #Quitsmoking 🚭 on 14/1/2022. Without using any vaping products.  Right mindset 💯 and you will be armed with a weapon more pow…","[{'text': 'Quitsmoking', 'indices': [14, 26]}]"
RCT_Cult,1234468399851261953,,234,none,2022-04-16 07:09:38+00:00,"
#Quitsmoking 🚭 on 14/1/2022. Without using any vaping products.  Right mindset 💯 and you will be armed with a weapon more powerful than willpower. https://t.co/ckKgHbbE1b","[{'text': 'Quitsmoking', 'indices': [0, 12]}]"
PreventiveBot,1375244479049895941,,755,ammovape_tech,2022-04-16 06:57:09+00:00,"
RT @ammovape_tech: The weather is great! Stop staying home.
Bring #ammovape and get out into nature.
The 420mAh battery lasts all day.

#va…","[{'text': 'ammovape', 'indices': [66, 75]}]"
ammovape_tech,1462701769742598144,,192,none,2022-04-16 06:21:02+00:00,"
The weather is great! Stop staying home.
Bring #ammovape and get out into nature.
The 420mAh battery lasts all day.

#vapefam #koreavapes #vapeuk #vapelife #bahrainvaper #kuwaitvaping #southafricavape #vaperlife #vapecompetition #vapesale #vapejuices #quitSmoking #vapepics https://t.co/COIWs7SouV","[{'text': 'ammovape', 'indices': [47, 56]}, {'text': 'vapefam', 'indices': [117, 125]}, {'text': 'koreavapes', 'indices': [126, 137]}, {'text': 'vapeuk', 'indices': [138, 145]}, {'text': 'vapelife', 'indices': [146, 155]}, {'text': 'bahrainvaper', 'indices': [156, 169]}, {'text': 'kuwaitvaping', 'indices': [170, 183]}, {'text': 'southafricavape', 'indices': [184, 200]}, {'text': 'vaperlife', 'indices': [201, 211]}, {'text': 'vapecompetition', 'indices': [212, 228]}, {'text': 'vapesale', 'indices': [229, 238]}, {'text': 'vapejuices', 'indices': [239, 250]}, {'text': 'quitSmoking', 'indices': [251, 263]}, {'text': 'vapepics', 'indices': [264, 273]}]"
PreventiveBot,1375244479049895941,,755,SriniVega,2022-04-16 04:57:27+00:00,"
RT @SriniVega: if you smoke 5 cigarettes a day, well ITC stock may go up by few ticks.. but for sure you lose 5 years of lifetime or even m…",[]
Nithin_24_,1358963134958956547,"Erode, India",41,SriniVega,2022-04-16 04:47:36+00:00,"
RT @SriniVega: if you smoke 5 cigarettes a day, well ITC stock may go up by few ticks.. but for sure you lose 5 years of lifetime or even m…",[]
SriniVega,1099514273099706369,"Bay Area, US",3268,none,2022-04-16 04:41:29+00:00,"
if you smoke 5 cigarettes a day, well ITC stock may go up by few ticks.. but for sure you lose 5 years of lifetime or even more and your family would miss your presence..

 i felt it many times and missed my dad in tough and good times!

#quitsmoking
https://t.co/0HnRQthtOE","[{'text': 'quitsmoking', 'indices': [238, 250]}]"
highfiveuphere,934711284641103872,,182,healthyrrific1,2022-04-16 02:04:00+00:00,"
RT @healthyrrific1: 10 Tips to Stop Smoking for Good https://t.co/DxpKDkSwmD #healthyrrific #stopsmoking #quitsmoking","[{'text': 'healthyrrific', 'indices': [77, 91]}, {'text': 'stopsmoking', 'indices': [92, 104]}, {'text': 'quitsmoking', 'indices': [105, 117]}]"
PreventiveBot,1375244479049895941,,755,weightloss157,2022-04-15 23:41:58+00:00,"
RT @weightloss157: Daily Habit Hacks Ebook: Daily Steps To Break Bad Habits &amp; Create Good Ones! Friday April 16, 2022 at 02:14AM https://t.…",[]
weightloss157,852039149037076480,,3361,none,2022-04-15 23:14:17+00:00,"
Daily Habit Hacks Ebook: Daily Steps To Break Bad Habits &amp; Create Good Ones! Friday April 16, 2022 at 02:14AM https://t.co/JZJN1EGCAv #Habits #quitsmoking","[{'text': 'Habits', 'indices': [138, 145]}, {'text': 'quitsmoking', 'indices': [146, 158]}]"
sojehemp,1313379094663319552,,5,none,2022-04-15 22:34:24+00:00,"
Explore all of our flavor options via the link below. #HempCigarettes #QuitSmoking #SmokingCessation https://t.co/OVrkaeW9xl https://t.co/Ak1Pnck3k7","[{'text': 'HempCigarettes', 'indices': [54, 69]}, {'text': 'QuitSmoking', 'indices': [70, 82]}, {'text': 'SmokingCessation', 'indices': [83, 100]}]"
Kickitca,2398281698,California,700,none,2022-04-15 22:21:44+00:00,"
On #PurpleUpDay, we show support &amp; thank military children for their strength &amp; sacrifices. Learn how you can quit or help your loved ones quit tobacco by visiting https://t.co/fwyQE16X4H.
#MonthOfTheMilitaryChild #QuitSmoking #QuitVaping #QuitSmokeless #SmokeFree https://t.co/WSK9bJ42ZK","[{'text': 'PurpleUpDay', 'indices': [3, 15]}, {'text': 'MonthOfTheMilitaryChild', 'indices': [197, 221]}, {'text': 'QuitSmoking', 'indices': [222, 234]}, {'text': 'QuitVaping', 'indices': [235, 246]}, {'text': 'QuitSmokeless', 'indices': [247, 261]}, {'text': 'SmokeFree', 'indices': [262, 272]}]"
AddyTuney,1174051356002410498,,1116,CochraneTAG,2022-04-15 22:18:17+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
PreventiveBot,1375244479049895941,,755,DPoler23,2022-04-15 22:12:18+00:00,"
RT @DPoler23: I’m not hungry, please tell my brain I don’t need snacks right now. I just ate a big ass chicken salad. #nonicotine #quitsmok…","[{'text': 'nonicotine', 'indices': [118, 129]}]"
DPoler23,1450953953013755904,"Colorado, USA",56,none,2022-04-15 22:06:03+00:00,"
I’m not hungry, please tell my brain I don’t need snacks right now. I just ate a big ass chicken salad. #nonicotine #quitsmoking #health #selflove","[{'text': 'nonicotine', 'indices': [104, 115]}, {'text': 'quitsmoking', 'indices': [116, 128]}, {'text': 'health', 'indices': [129, 136]}, {'text': 'selflove', 'indices': [137, 146]}]"
PreventiveBot,1375244479049895941,,755,maratroeger,2022-04-15 21:42:09+00:00,"
RT @maratroeger: 2nd day of non smoking 🎉🎊🎉 When you ever have tried to quit smoking leave a comment. 
#quitsmoking #smoking #addiction #st…","[{'text': 'quitsmoking', 'indices': [103, 115]}, {'text': 'smoking', 'indices': [116, 124]}, {'text': 'addiction', 'indices': [125, 135]}]"
maratroeger,1480300115130785798,Düsseldorf,59,none,2022-04-15 21:37:47+00:00,"
2nd day of non smoking 🎉🎊🎉 When you ever have tried to quit smoking leave a comment. 
#quitsmoking #smoking #addiction #stopsmoking","[{'text': 'quitsmoking', 'indices': [86, 98]}, {'text': 'smoking', 'indices': [99, 107]}, {'text': 'addiction', 'indices': [108, 118]}, {'text': 'stopsmoking', 'indices': [119, 131]}]"
IEsmokeout,1203066841817444353,"Inland Empire, CA",18,none,2022-04-15 21:06:22+00:00,"
The F in #Friday stands for #family 🥰
#quote #WhatsApp #Wordle300 #WorldCupDraw #ElonMusk #RanbirAliaWedding #TikTok #YoungFamousAndAfrican #quitsmoking #quitvaping #vaping #health #healthcare #healthylife #Cali #SoCal #InlandEmpire #Riverside #BLM #USA #FridayVibe #Love #Peace https://t.co/hlSQvyXyOE","[{'text': 'Friday', 'indices': [9, 16]}, {'text': 'family', 'indices': [28, 35]}, {'text': 'quote', 'indices': [38, 44]}, {'text': 'WhatsApp', 'indices': [45, 54]}, {'text': 'Wordle300', 'indices': [55, 65]}, {'text': 'WorldCupDraw', 'indices': [66, 79]}, {'text': 'ElonMusk', 'indices': [80, 89]}, {'text': 'RanbirAliaWedding', 'indices': [90, 108]}, {'text': 'TikTok', 'indices': [109, 116]}, {'text': 'YoungFamousAndAfrican', 'indices': [117, 139]}, {'text': 'quitsmoking', 'indices': [140, 152]}, {'text': 'quitvaping', 'indices': [153, 164]}, {'text': 'vaping', 'indices': [165, 172]}, {'text': 'health', 'indices': [173, 180]}, {'text': 'healthcare', 'indices': [181, 192]}, {'text': 'healthylife', 'indices': [193, 205]}, {'text': 'Cali', 'indices': [206, 211]}, {'text': 'SoCal', 'indices': [212, 218]}, {'text': 'InlandEmpire', 'indices': [219, 232]}, {'text': 'Riverside', 'indices': [233, 243]}, {'text': 'BLM', 'indices': [244, 248]}, {'text': 'USA', 'indices': [249, 253]}, {'text': 'FridayVibe', 'indices': [254, 265]}, {'text': 'Love', 'indices': [266, 271]}, {'text': 'Peace', 'indices': [272, 278]}]"
Clickotine_App,1230237322467270659,United States,40,none,2022-04-15 19:49:03+00:00,"
Did you know that people who identify their reasons for quitting are more likely to stay quit? Set your motives in our app.

#quitsmoking with Clickotine today: 
https://t.co/doAerYa4Ci https://t.co/gYwakEmFsY","[{'text': 'quitsmoking', 'indices': [125, 137]}]"
SmokefreeUs,71293111,Everywhere,20604,none,2022-04-15 18:35:01+00:00,"
People who feel supported are more likely to be able to #QuitSmoking. Check out our website for tips to help you support the quitter in your life: https://t.co/XL8OcgC43G https://t.co/ivHH1g9FUA","[{'text': 'QuitSmoking', 'indices': [56, 68]}]"
SmokingHazards,1133156750323060736,,759,none,2022-04-15 18:10:01+00:00,"
There will never be a ""perfect"" time to #quitsmoking. Start now.","[{'text': 'quitsmoking', 'indices': [40, 52]}]"
UWFMC,148027218,"Fresno, CA",990,none,2022-04-15 18:01:27+00:00,"
These are just a couple of the many reasons why you should quit. But you don't have to do it alone. Just call 211 to get started on stopping smoking.

#Call211 #QuitSmoking https://t.co/UvuYJlFpho","[{'text': 'Call211', 'indices': [151, 159]}, {'text': 'QuitSmoking', 'indices': [160, 172]}]"
SEWB_ESHT,785738720511004672,"South East, England",1426,ESHTNHS,2022-04-15 18:00:27+00:00,"
RT @ESHTNHS: Children whose caregivers smoke are four times as likely to take up smoking themselves. Visit https://t.co/ZHz1m81VjF for free…",[]
PreventiveBot,1375244479049895941,,755,ESHTNHS,2022-04-15 17:57:12+00:00,"
RT @ESHTNHS: Children whose caregivers smoke are four times as likely to take up smoking themselves. Visit https://t.co/ZHz1m81VjF for free…",[]
ESHTNHS,56705806,East Sussex,14187,none,2022-04-15 17:53:00+00:00,"
Children whose caregivers smoke are four times as likely to take up smoking themselves. Visit https://t.co/ZHz1m81VjF for free support to #quitsmoking https://t.co/0X9ry0PUrn","[{'text': 'quitsmoking', 'indices': [138, 150]}]"
Jdunne9407uk,787735609,"London, England",2257,PVapes,2022-04-15 17:49:26+00:00,"
RT @PVapes: New research analysing the impact of bans on the sale of electronic cigarettes provides more confirmation that the result was a…",[]
grayjaynine,3959283252,,656,CochraneTAG,2022-04-15 17:41:48+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-15 17:34:06+00:00,"
Smoking impacts appearance. It's time to #QuitSmokingNow #laserstopsmokingtreatment https://t.co/JdOi5PkbvM #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/NwhvNlGZvE","[{'text': 'QuitSmokingNow', 'indices': [41, 56]}, {'text': 'laserstopsmokingtreatment', 'indices': [57, 83]}, {'text': 'stopsmokinglaser', 'indices': [108, 125]}, {'text': 'quitsmoking', 'indices': [126, 138]}, {'text': 'Smokingcessation', 'indices': [139, 156]}, {'text': 'laserstopsmokingnj', 'indices': [157, 176]}, {'text': 'stopsmokingnearme', 'indices': [177, 195]}, {'text': 'stopsmokinglasernj', 'indices': [196, 215]}]"
perm_cosmetics,606797588,USA,142,none,2022-04-15 17:34:06+00:00,"
Smoking impacts appearance. It's time to #QuitSmokingNow #laserstopsmokingtreatment https://t.co/m2vcGVvHnR #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/VGYX6WB3pu","[{'text': 'QuitSmokingNow', 'indices': [41, 56]}, {'text': 'laserstopsmokingtreatment', 'indices': [57, 83]}, {'text': 'stopsmokinglaser', 'indices': [108, 125]}, {'text': 'quitsmoking', 'indices': [126, 138]}, {'text': 'Smokingcessation', 'indices': [139, 156]}, {'text': 'laserstopsmokingnj', 'indices': [157, 176]}, {'text': 'stopsmokingnearme', 'indices': [177, 195]}, {'text': 'stopsmokinglasernj', 'indices': [196, 215]}]"
vitastorm05,760032852,,244,none,2022-04-15 17:34:06+00:00,"
Smoking impacts appearance. It's time to #QuitSmokingNow #laserstopsmokingtreatment https://t.co/mT1ycxjgDY #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/uvGAlUzAuR","[{'text': 'QuitSmokingNow', 'indices': [41, 56]}, {'text': 'laserstopsmokingtreatment', 'indices': [57, 83]}, {'text': 'stopsmokinglaser', 'indices': [108, 125]}, {'text': 'quitsmoking', 'indices': [126, 138]}, {'text': 'Smokingcessation', 'indices': [139, 156]}, {'text': 'laserstopsmokingnj', 'indices': [157, 176]}, {'text': 'stopsmokingnearme', 'indices': [177, 195]}, {'text': 'stopsmokinglasernj', 'indices': [196, 215]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-15 17:34:05+00:00,"
Smoking impacts appearance. It's time to #QuitSmokingNow #laserstopsmokingtreatment https://t.co/GNQtkqjva2 #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/nmEScng2o2","[{'text': 'QuitSmokingNow', 'indices': [41, 56]}, {'text': 'laserstopsmokingtreatment', 'indices': [57, 83]}, {'text': 'stopsmokinglaser', 'indices': [108, 125]}, {'text': 'quitsmoking', 'indices': [126, 138]}, {'text': 'Smokingcessation', 'indices': [139, 156]}, {'text': 'laserstopsmokingnj', 'indices': [157, 176]}, {'text': 'stopsmokingnearme', 'indices': [177, 195]}, {'text': 'stopsmokinglasernj', 'indices': [196, 215]}]"
spurs4ever210,978404681344016384,,74,CochraneTAG,2022-04-15 16:44:59+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
alli_vapes,23232107,South Carolina ,4577,CochraneTAG,2022-04-15 16:42:58+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
ChaunceyGardner,955925072375701504,"New York, NY",6690,CochraneTAG,2022-04-15 16:32:45+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
replicants,27438279,,56,none,2022-04-15 16:01:33+00:00,"
Celebrating a whole month since I quit smoking - didnt think I'd make it though even 1 day 

#quitsmoking
https://t.co/9TeSiREFMT","[{'text': 'quitsmoking', 'indices': [93, 105]}]"
mycigara,2182047146,"Sheffield, England",1567,none,2022-04-15 13:02:29+00:00,"
Here's what you can do 🧐

1. Clean &amp; check the tank's connection  
2. Use the mod with another tank (or vice versa) to understand which one doesn't work 
3. Change coil

Check our tips &amp; guides out 👉https://t.co/jebDehCp6K

#tank #mod #vaping #coil #vape #quitsmoking #tips https://t.co/kZAh74YYe2","[{'text': 'tank', 'indices': [232, 237]}, {'text': 'mod', 'indices': [238, 242]}, {'text': 'vaping', 'indices': [243, 250]}, {'text': 'coil', 'indices': [251, 256]}, {'text': 'vape', 'indices': [257, 262]}, {'text': 'quitsmoking', 'indices': [263, 275]}, {'text': 'tips', 'indices': [276, 281]}]"
PreventiveBot,1375244479049895941,,755,PierremontPhar1,2022-04-15 12:41:59+00:00,"
RT @PierremontPhar1: It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a go…","[{'text': 'JoinTheQuitters', 'indices': [44, 60]}, {'text': 'StopSmoking', 'indices': [78, 90]}]"
PierremontPhar1,1190237715603828738,,53,none,2022-04-15 12:36:27+00:00,"
It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a good day to #QuitSmoking.

Let us help you start the journey to #NoSmoking today. https://t.co/40Q6ArfQrr","[{'text': 'JoinTheQuitters', 'indices': [23, 39]}, {'text': 'StopSmoking', 'indices': [57, 69]}, {'text': 'QuitSmoking', 'indices': [128, 140]}, {'text': 'NoSmoking', 'indices': [180, 190]}]"
